unique_id,ds,y,y_hat_naive2
W16,1984-01-22,5232.13,5264.727132088153
W17,1983-10-30,12027.16,11993.367626525058
W17,1983-11-06,12027.2,11966.953542293639
W17,1983-11-13,12027.24,11927.658769358932
W17,1983-11-20,11985.62,11895.03658005319
W17,1983-11-27,11985.74,11893.257982784024
W17,1983-12-04,12432.86,11893.928741126942
W17,1983-12-11,12432.99,11917.717974366713
W17,1983-12-18,12418.26,11914.68868268735
W17,1983-12-25,12418.32,11867.805305358208
W17,1984-01-01,12418.37,11879.45995381836
W17,1984-01-08,12418.43,11801.111441062785
W17,1984-01-15,12418.49,11824.493401912589
W17,1984-01-22,12323.22,11793.70928080993
W18,1983-10-30,4334.57,4344.481550502052
W18,1983-11-06,4334.61,4343.1417161719055
W18,1983-11-13,4334.65,4327.729900622288
W18,1983-11-20,4351.65,4337.390722624016
W18,1983-11-27,4351.77,4416.70297224421
W18,1983-12-04,3846.99,4411.275965151928
W18,1983-12-11,3954.85,4402.790956008191
W18,1983-12-18,3996.48,4400.778759214472
W18,1983-12-25,3992.55,4413.330489922014
W18,1984-01-01,3992.61,4430.466843426195
W18,1984-01-08,3992.68,4419.622384496636
W18,1984-01-15,3992.75,4404.129656528072
W18,1984-01-22,4029.96,4351.685210218157
W19,2000-09-17,2754.0,2843.534611736607
W19,2000-09-24,3035.0,2949.296365163931
W19,2000-10-01,2591.0,3031.8098207730027
W19,2000-10-08,2808.0,3286.327568684088
W19,2000-10-15,2324.0,3328.01471280194
W19,2000-10-22,4033.0,4153.4420887707065
W19,2000-10-29,3146.0,5588.250671152099
W19,2000-11-05,3402.0,6539.701632567858
W19,2000-11-12,3677.0,6283.901198360663
W19,2000-11-19,4790.0,5515.999099990562
W19,2000-11-26,7520.0,3934.418161518091
W19,2000-12-03,4445.0,3158.4181376103843
W19,2000-12-10,2960.0,2898.086111272241
W2,2002-10-13,3608.061,3485.9617671336778
W2,2002-10-20,3624.368,3476.284194407073
W2,2002-10-27,3537.64,3505.17613581057
W2,2002-11-03,3587.344,3515.5610229306853
W2,2002-11-10,3662.088,3529.703965795635
W2,2002-11-17,3658.634,3522.1195996290803
W2,2002-11-24,3622.148,3531.638871984776
W2,2002-12-01,3591.48,3551.926775053019
W2,2002-12-08,3638.559,3557.543443996362
W2,2002-12-15,3635.781,3546.992616971477
W2,2002-12-22,3522.328,3512.958070271939
W2,2002-12-29,3458.631,3466.3263976089934
W2,2003-01-05,3354.758,3464.1038579725405
W20,2000-09-17,3942.0,3918.163492116389
W20,2000-09-24,4184.0,3750.2299357425304
W20,2000-10-01,3374.0,3712.3936285195155
W20,2000-10-08,4291.0,3663.493872494514
W20,2000-10-15,2657.0,3953.25505200835
W20,2000-10-22,4258.0,4141.395666410115
W20,2000-10-29,4050.0,3899.0937035748525
W20,2000-11-05,3730.0,4037.6359235692025
W20,2000-11-12,3311.0,4094.083396763722
W20,2000-11-19,3154.0,4307.066593879636
W20,2000-11-26,4551.0,4108.566041553407
W20,2000-12-03,4677.0,4071.6218415633166
W20,2000-12-10,3944.0,4141.967965748882
W21,2000-09-17,2203.0,2193.594149658914
W21,2000-09-24,2234.0,2361.205536482904
W21,2000-10-01,1786.0,2469.917099149622
W21,2000-10-08,2582.0,2464.007490703335
W21,2000-10-15,2838.0,2540.697689183776
W21,2000-10-22,2949.0,2807.40684617741
W21,2000-10-29,2483.0,3231.4448426642057
W21,2000-11-05,2184.0,2998.5976396915157
W21,2000-11-12,3809.0,2619.5707293264973
W21,2000-11-19,3395.0,2198.8096932824574
W21,2000-11-26,3194.0,2003.2202230926957
W21,2000-12-03,2744.0,1713.1814270513419
W21,2000-12-10,2054.0,1587.2406877015833
W22,2000-10-22,3780.0,3909.885917127444
W22,2000-10-29,4430.0,4158.222345784624
W22,2000-11-05,3380.0,4278.73241263865
W22,2000-11-12,4100.0,4539.575560082463
W22,2000-11-19,2710.0,4281.288225022826
W22,2000-11-26,3980.0,4759.628893635031
W22,2000-12-03,3720.0,4897.7905418674045
W22,2000-12-10,3300.0,5142.78934461182
W22,2000-12-17,3460.0,4509.1465247173755
W22,2000-12-24,2760.0,5529.328565109196
W22,2000-12-31,4730.0,5932.295335248653
W22,2001-01-07,3930.0,4898.515281765238
W22,2001-01-14,3180.0,4406.083035991783
W23,2000-09-17,753.8,780.7679074699488
W23,2000-09-24,767.6,799.7653629898356
W23,2000-10-01,722.9,761.5376423431073
W23,2000-10-08,769.5,744.8854733260599
W23,2000-10-15,536.6,703.7183537554602
W23,2000-10-22,756.4,746.8039058816843
W23,2000-10-29,813.0,793.3122964488585
W23,2000-11-05,732.2,785.6861478915472
W23,2000-11-12,617.9,770.7448406551216
W23,2000-11-19,617.0,891.7137572359904
W23,2000-11-26,901.1,913.2929672293455
W23,2000-12-03,872.9,840.8059167759955
W23,2000-12-10,739.2,812.4698520157782
W24,2000-09-17,6510.0,7868.450326134635
W24,2000-09-24,6109.0,8517.79790903566
W24,2000-10-01,5215.0,8536.509314029725
W24,2000-10-08,6798.0,9230.972474404585
W24,2000-10-15,4354.0,9025.395342739133
W24,2000-10-22,10041.0,9900.488359831279
W24,2000-10-29,7637.0,12840.203654496896
W24,2000-11-05,6137.0,13629.325934095476
W24,2000-11-12,7002.0,14704.216942705545
W24,2000-11-19,8575.0,14007.69514728387
W24,2000-11-26,19189.0,10868.109459634596
W24,2000-12-03,12646.0,9037.553606318066
W24,2000-12-10,6956.0,8734.27961601531
W25,2000-09-17,1431.0,1499.6394033639256
W25,2000-09-24,1679.0,1621.392892914781
W25,2000-10-01,1348.0,1643.1687418978909
W25,2000-10-08,1870.0,1722.6890221047965
W25,2000-10-15,2110.0,1806.0357729146335
W25,2000-10-22,2492.0,1955.6069795538576
W25,2000-10-29,2701.0,2045.6337340378138
W25,2000-11-05,2649.0,1922.6311334290053
W25,2000-11-12,2745.0,1677.5026175419684
W25,2000-11-19,2676.0,1627.226283021833
W25,2000-11-26,3017.0,1598.7553027468346
W25,2000-12-03,2669.0,1442.069331148071
W25,2000-12-10,2017.0,1411.2716773416357
W26,2000-09-17,2672.0,2890.6576170247226
W26,2000-09-24,3061.0,3168.065474342572
W26,2000-10-01,2947.0,3352.385727586343
W26,2000-10-08,4293.0,4071.279999313131
W26,2000-10-15,3409.0,4198.127389448311
W26,2000-10-22,4660.0,5208.633081122052
W26,2000-10-29,5136.0,5424.293455762208
W26,2000-11-05,6235.0,5037.786639279967
W26,2000-11-12,5580.0,4394.785160675793
W26,2000-11-19,4585.0,4242.010874440827
W26,2000-11-26,6168.0,4136.721612438349
W26,2000-12-03,4943.0,3253.7773795235707
W26,2000-12-10,3945.0,3099.337947091148
W27,2000-09-17,2144.0,2192.7603713358594
W27,2000-09-24,2144.0,2124.3676443325103
W27,2000-10-01,1752.0,2316.4236741930868
W27,2000-10-08,2314.0,2745.894616500545
W27,2000-10-15,2645.0,2788.4599298524968
W27,2000-10-22,2643.0,3117.1086013014774
W27,2000-10-29,3120.0,3491.0788790599154
W27,2000-11-05,3302.0,3438.2271447454164
W27,2000-11-12,3802.0,3067.1346885728894
W27,2000-11-19,2762.0,2961.3440062037544
W27,2000-11-26,3713.0,2765.957320437743
W27,2000-12-03,4473.0,2356.3018044265104
W27,2000-12-10,2643.0,2248.3649338436144
W28,2000-09-17,7793.0,4224.173352505807
W28,2000-09-24,3341.0,4600.136399225519
W28,2000-10-01,3003.0,4815.719928641218
W28,2000-10-08,3507.0,5405.526331116229
W28,2000-10-15,2555.0,6615.166683468662
W28,2000-10-22,3167.0,9372.871719401233
W28,2000-10-29,3300.0,10659.574904610128
W28,2000-11-05,3507.0,9209.278275615223
W28,2000-11-12,8089.0,7769.561368433541
W28,2000-11-19,8507.0,6514.483717439195
W28,2000-11-26,5611.0,5558.956984123373
W28,2000-12-03,4081.0,4881.738546498098
W28,2000-12-10,3025.0,4669.489632720934
W29,2000-09-17,851.0,872.7116366989837
W29,2000-09-24,1017.0,964.5697637668661
W29,2000-10-01,907.0,973.6800759643965
W29,2000-10-08,1075.0,991.6668587422535
W29,2000-10-15,833.0,1035.5752320157633
W29,2000-10-22,1716.0,1263.5863859424392
W29,2000-10-29,1339.0,1258.566748159537
W29,2000-11-05,1312.0,1292.1328486431344
W29,2000-11-12,1345.0,1198.0142164400659
W29,2000-11-19,1322.0,1293.3511596070564
W29,2000-11-26,2142.0,1161.496938201352
W29,2000-12-03,1732.0,961.764570048779
W29,2000-12-10,1143.0,842.887415977763
W3,2011-10-02,9602.4,9590.251782446016
W3,2011-10-09,9895.9,9565.187742004597
W3,2011-10-16,9915.9,9547.262465231152
W3,2011-10-23,9726.6,9548.43210785709
W3,2011-10-30,9626.5,9560.429085582819
W3,2011-11-06,9966.1,9562.239392939659
W3,2011-11-13,10008.5,9550.284718826484
W3,2011-11-20,9911.7,9546.282369673021
W3,2011-11-27,9760.7,9562.621925680647
W3,2011-12-04,9968.2,9568.848076914735
W3,2011-12-11,10089.1,9546.827572066986
W3,2011-12-18,10005.9,9563.789022320594
W3,2011-12-25,9823.3,9569.91732705804
W30,2000-09-17,3623.0,3783.7707603480144
W30,2000-09-24,4016.0,3923.274064978873
W30,2000-10-01,3075.0,4365.096507679643
W30,2000-10-08,4373.0,4500.909909039788
W30,2000-10-15,3773.0,5279.864551774766
W30,2000-10-22,5121.0,5845.0238147871605
W30,2000-10-29,4129.0,6130.814418373705
W30,2000-11-05,4785.0,5955.6730494334515
W30,2000-11-12,6509.0,5957.248546178856
W30,2000-11-19,7561.0,5258.036666523536
W30,2000-11-26,6183.0,4761.325983136093
W30,2000-12-03,5485.0,4474.6911609776025
W30,2000-12-10,4223.0,4066.766594310826
W31,2000-09-17,708.0,1291.5240573379128
W31,2000-09-24,829.0,1340.5866632844343
W31,2000-10-01,796.0,1537.9218152155308
W31,2000-10-08,1026.0,1694.181395582397
W31,2000-10-15,1483.0,1804.5401686565497
W31,2000-10-22,1412.0,1958.1428880817846
W31,2000-10-29,1665.0,1926.4575914429681
W31,2000-11-05,1696.0,1753.7302904705384
W31,2000-11-12,2150.0,1697.3702875660335
W31,2000-11-19,1948.0,1572.129334565086
W31,2000-11-26,1778.0,1500.4529912221155
W31,2000-12-03,1156.0,1328.0708945153274
W31,2000-12-10,1053.0,1244.1424557425385
W32,2000-09-24,5029.0,4578.768990564721
W32,2000-10-01,3990.0,4439.747428210584
W32,2000-10-08,5803.0,4860.013927957928
W32,2000-10-15,3980.0,5242.178249075849
W32,2000-10-22,6833.0,5481.544328919087
W32,2000-10-29,5247.0,5715.584360684575
W32,2000-11-05,6023.0,5585.712971935797
W32,2000-11-12,7372.0,5393.822228313267
W32,2000-11-19,6529.0,5244.820566149009
W32,2000-11-26,7042.0,4851.8983330011115
W32,2000-12-03,6642.0,4543.444840152228
W32,2000-12-10,6607.0,4285.799865590865
W32,2000-12-17,7307.0,4034.4091300322557
W33,2000-09-24,1635.1,1615.6209250478507
W33,2000-10-01,1470.0,1711.3352740437356
W33,2000-10-08,1831.2,1904.5382071654633
W33,2000-10-15,1860.7,2040.5733134221484
W33,2000-10-22,2952.6,2181.727400417547
W33,2000-10-29,2076.0,2392.843961934853
W33,2000-11-05,1926.5,2365.0188925573725
W33,2000-11-12,2127.6,2326.5465733510987
W33,2000-11-19,2526.5,2171.8664318461933
W33,2000-11-26,3130.5,1906.5879402309522
W33,2000-12-03,2901.6,1640.2764832038322
W33,2000-12-10,1965.4,1566.0384738637915
W33,2000-12-17,1930.4,1504.4649927479986
W34,2001-02-11,1528.0,1367.8973258502185
W34,2001-02-18,1485.0,1388.9140780140979
W34,2001-02-25,1676.0,1531.8493268787333
W34,2001-03-04,1434.0,1491.175631358355
W34,2001-03-11,2556.0,1529.2109207163917
W34,2001-03-18,2017.0,1599.0134297480693
W34,2001-03-25,1752.0,1626.728392635281
W34,2001-04-01,1575.0,1587.1640844842777
W34,2001-04-08,1478.0,1594.7960670869857
W34,2001-04-15,2618.0,1505.3213357972074
W34,2001-04-22,2045.0,1306.4558352248614
W34,2001-04-29,1480.0,1203.9346447279024
W34,2001-05-06,1464.0,1169.1277743661417
W35,2000-09-24,1240.0,1196.965066840356
W35,2000-10-01,938.0,1457.8393608224474
W35,2000-10-08,1641.0,1528.2902945290286
W35,2000-10-15,1225.0,1473.5215011963078
W35,2000-10-22,2143.0,1508.5633567137702
W35,2000-10-29,2298.0,1643.4203042377042
W35,2000-11-05,1561.0,1770.983870275599
W35,2000-11-12,1253.0,1764.900709034381
W35,2000-11-19,1257.0,1774.647748102977
W35,2000-11-26,2191.0,1658.275303736913
W35,2000-12-03,2137.0,1410.4149121422702
W35,2000-12-10,1662.0,1228.2216006899287
W35,2000-12-17,1565.0,1162.4632644583817
W36,1987-11-29,18469.2,15586.46947320855
W36,1987-12-06,14697.3,12913.841844981836
W36,1987-12-13,14490.1,12293.822434480015
W36,1987-12-20,16890.6,11702.27309017341
W36,1987-12-27,13307.5,11567.052821983514
W36,1988-01-03,11488.0,11442.22765191437
W36,1988-01-10,11021.4,13565.625745974232
W36,1988-01-17,13786.0,14830.316196316695
W36,1988-01-24,17773.2,14774.98303182321
W36,1988-01-31,20125.2,12965.876087475157
W36,1988-02-07,13053.1,13024.408802792044
W36,1988-02-14,14418.3,14809.82159038657
W36,1988-02-21,18561.2,15588.56403700839
W37,1979-10-07,2891.8,2897.7
W37,1979-10-14,2870.0,2897.7
W37,1979-10-21,2839.7,2897.7
W37,1979-10-28,2925.6,2897.7
W37,1979-11-04,2858.2,2897.7
W37,1979-11-11,2873.3,2897.7
W37,1979-11-18,2857.3,2897.7
W37,1979-11-25,2832.8,2897.7
W37,1979-12-02,2818.5,2897.7
W37,1979-12-09,2843.0,2897.7
W37,1979-12-16,2863.1,2897.7
W37,1979-12-23,2838.6,2897.7
W37,1979-12-30,2827.4,2897.7
W38,1979-10-14,3050.13,3088.8
W38,1979-10-21,2991.26,3088.8
W38,1979-10-28,2966.63,3088.8
W38,1979-11-04,3079.93,3088.8
W38,1979-11-11,3027.55,3088.8
W38,1979-11-18,3046.13,3088.8
W38,1979-11-25,3052.31,3088.8
W38,1979-12-02,3028.4,3088.8
W38,1979-12-09,3042.15,3088.8
W38,1979-12-16,3060.21,3088.8
W38,1979-12-23,3044.19,3088.8
W38,1979-12-30,3005.94,3088.8
W38,1980-01-06,2999.31,3088.8
W39,1998-12-27,5820.04,5856.5121131871765
W39,1999-01-03,5811.86,5846.108860159198
W39,1999-01-10,5764.85,5842.60015209861
W39,1999-01-17,5774.63,5848.078257545315
W39,1999-01-24,5782.51,5878.1847984765
W39,1999-01-31,5729.81,5880.432943911815
W39,1999-02-07,5736.21,5888.973006848777
W39,1999-02-14,5784.8,5897.867380829658
W39,1999-02-21,5783.06,5906.088353258777
W39,1999-02-28,5742.76,5883.55007071537
W39,1999-03-07,5732.81,5876.399255127065
W39,1999-03-14,5730.19,5864.205034976566
W39,1999-03-21,5678.13,5882.027646786651
W4,2019-10-13,2336.56,2505.6403724254696
W4,2019-10-20,2373.14,2608.98731547004
W4,2019-10-27,2457.51,2715.168746668884
W4,2019-11-03,2586.0,2871.459826106596
W4,2019-11-10,2237.7,3017.3802396197825
W4,2019-11-17,2877.94,3202.75670573962
W4,2019-11-24,2497.74,3276.618055716994
W4,2019-12-01,3525.34,3349.1051088229406
W4,2019-12-08,3053.33,3420.96141703228
W4,2019-12-15,3151.07,3369.6699483926186
W4,2019-12-22,3425.79,3171.6929823814535
W4,2019-12-29,3505.61,2961.229725686161
W4,2020-01-05,4098.69,2750.6222801413237
W40,1998-12-27,5816.795,5848.248070115125
W40,1999-01-03,5807.545,5841.376625942331
W40,1999-01-10,5761.31,5835.918383322769
W40,1999-01-17,5766.93,5840.623308868005
W40,1999-01-24,5777.23,5868.84131219212
W40,1999-01-31,5727.54,5872.393297294575
W40,1999-02-07,5732.42,5880.88333171534
W40,1999-02-14,5780.82,5890.174065494584
W40,1999-02-21,5776.885,5891.41967247641
W40,1999-02-28,5739.61,5876.667923999473
W40,1999-03-07,5732.305,5871.388867150608
W40,1999-03-14,5721.025,5860.170354179768
W40,1999-03-21,5674.69,5875.767719184532
W41,1989-07-02,6138.53,6221.5870871294155
W41,1989-07-09,6046.39,6254.561095358339
W41,1989-07-16,6014.57,6221.240067876255
W41,1989-07-23,6020.12,6233.696260915454
W41,1989-07-30,6111.92,6260.312898748526
W41,1989-08-06,6065.35,6261.866826192388
W41,1989-08-13,6090.68,6299.370325187559
W41,1989-08-20,6170.24,6316.081916734337
W41,1989-08-27,6206.4,6366.812493335863
W41,1989-09-03,6161.53,6421.367365135847
W41,1989-09-10,6092.33,6376.680682208609
W41,1989-09-17,6028.87,6338.823709931974
W41,1989-09-24,6039.88,6342.774442079395
W42,1989-07-02,6145.38,6242.90481017395
W42,1989-07-09,6055.38,6261.157847771566
W42,1989-07-16,6021.96,6236.85503756978
W42,1989-07-23,6036.22,6243.0570177628515
W42,1989-07-30,6123.1,6274.2753040455955
W42,1989-08-06,6070.16,6287.384768616744
W42,1989-08-13,6098.74,6326.076511613682
W42,1989-08-20,6178.74,6326.674811745033
W42,1989-08-27,6219.68,6380.8955473682245
W42,1989-09-03,6168.3,6446.814658858235
W42,1989-09-10,6093.4,6414.97635755006
W42,1989-09-17,6048.22,6365.222675216717
W42,1989-09-24,6047.21,6366.2182731083185
W43,1989-07-02,6141.955,6232.279630387502
W43,1989-07-09,6050.885,6257.858229622642
W43,1989-07-16,6018.265,6229.080998976551
W43,1989-07-23,6028.17,6238.386256847466
W43,1989-07-30,6117.51,6267.333805380894
W43,1989-08-06,6067.755,6274.706927775755
W43,1989-08-13,6094.71,6312.816094142698
W43,1989-08-20,6174.49,6321.401498372859
W43,1989-08-27,6213.04,6373.862324333088
W43,1989-09-03,6164.915,6434.195129251838
W43,1989-09-10,6092.865,6396.005702018345
W43,1989-09-17,6038.545,6352.121164560545
W43,1989-09-24,6043.545,6354.562946651052
W44,1998-12-27,5813.55,5839.950746910413
W44,1999-01-03,5803.23,5836.627051525963
W44,1999-01-10,5757.77,5829.206058460032
W44,1999-01-17,5759.23,5833.141266140611
W44,1999-01-24,5771.95,5859.440637035456
W44,1999-01-31,5725.27,5864.314294424695
W44,1999-02-07,5728.63,5872.7612783504155
W44,1999-02-14,5776.84,5882.431209552288
W44,1999-02-21,5770.71,5876.642435686526
W44,1999-02-28,5736.46,5869.743820427912
W44,1999-03-07,5731.8,5866.355618194002
W44,1999-03-14,5711.86,5856.122239672386
W44,1999-03-21,5671.25,5869.482372453633
W45,1994-08-07,2934.68,2930.711926526733
W45,1994-08-14,2967.95,2938.519737865248
W45,1994-08-21,3071.57,2943.4569939288663
W45,1994-08-28,3101.51,2940.5376323063447
W45,1994-09-04,3101.51,2934.763725084284
W45,1994-09-11,3136.93,2949.2085396751313
W45,1994-09-18,3189.06,2946.3091560172716
W45,1994-09-25,3165.62,2946.909489339494
W45,1994-10-02,3069.02,2947.9560520515633
W45,1994-10-09,2990.9,2947.6689340905145
W45,1994-10-16,2965.64,2970.979410467019
W45,1994-10-23,2997.27,2972.358010188436
W45,1994-10-30,3001.98,2964.133282143872
W46,1989-06-18,3156.835,3294.0728225680677
W46,1989-06-25,3088.77,3281.8453091025917
W46,1989-07-02,3129.65,3276.577524087682
W46,1989-07-09,3163.045,3272.7406350984284
W46,1989-07-16,3114.31,3296.8384761968373
W46,1989-07-23,3110.356,3296.7292677882538
W46,1989-07-30,3123.937,3303.846853896991
W46,1989-08-06,3136.711,3294.04833495111
W46,1989-08-13,3158.378,3294.857900386933
W46,1989-08-20,3095.771,3320.5710659177225
W46,1989-08-27,3042.689,3324.8109159926394
W46,1989-09-03,3026.794,3327.2759686226104
W46,1989-09-10,3062.599,3307.4018780366446
W47,1994-08-07,2933.38,2929.382006530172
W47,1994-08-14,2967.36,2937.144868168015
W47,1994-08-21,3070.66,2942.2470770464056
W47,1994-08-28,3098.73,2939.2217007849517
W47,1994-09-04,3098.73,2932.942080082011
W47,1994-09-11,3134.37,2947.819844661832
W47,1994-09-18,3186.88,2944.831065997697
W47,1994-09-25,3164.56,2945.345402825837
W47,1994-10-02,3067.65,2946.799631336638
W47,1994-10-09,2988.52,2946.545926349787
W47,1994-10-16,2963.47,2969.8531874933606
W47,1994-10-23,2994.78,2970.975278476382
W47,1994-10-30,2999.43,2963.0328757859807
W48,1994-10-16,2964.555,3013.355778040361
W48,1994-10-23,2996.025,3014.624237095551
W48,1994-10-30,3000.705,3006.423802839211
W48,1994-11-06,2941.08,3009.934597934159
W48,1994-11-13,2935.96,3004.0903788765686
W48,1994-11-20,2938.24,3013.992785655936
W48,1994-11-27,2936.72,3014.3464382945986
W48,1994-12-04,2936.66,3017.6066063319704
W48,1994-12-11,2882.2,3021.8659144636677
W48,1994-12-18,2862.63,3012.554772411841
W48,1994-12-25,2867.64,3024.008454596873
W48,1995-01-01,2875.68,3016.5779052145267
W48,1995-01-08,2871.67,3015.2948207456348
W49,1989-04-16,3193.28,3222.767715610935
W49,1989-04-23,3248.07,3232.768953323679
W49,1989-04-30,3406.28,3238.3020648446454
W49,1989-05-07,3378.86,3217.56191054297
W49,1989-05-14,3335.78,3210.280430676783
W49,1989-05-21,3331.52,3205.833659222285
W49,1989-05-28,3375.54,3199.1967162892724
W49,1989-06-04,3365.51,3204.7493320507742
W49,1989-06-11,3264.59,3195.055940790507
W49,1989-06-18,3155.58,3223.373110099146
W49,1989-06-25,3087.64,3211.4020134269886
W49,1989-07-02,3128.35,3206.3233119865986
W49,1989-07-09,3161.7,3202.5146535195054
W5,2000-09-24,1499.0,1637.1734745955782
W5,2000-10-01,1734.0,1605.2890363387594
W5,2000-10-08,1391.0,1763.6499952089328
W5,2000-10-15,1833.0,1863.9191459995934
W5,2000-10-22,1637.0,1750.644709631947
W5,2000-10-29,2122.0,2039.7498165084835
W5,2000-11-05,1757.0,2349.9200907049094
W5,2000-11-12,2079.0,2322.6888439906115
W5,2000-11-19,2477.0,2029.395017379253
W5,2000-11-26,1957.0,1672.7917944408446
W5,2000-12-03,1907.0,1454.2113287309949
W5,2000-12-10,1752.0,1340.1823757228688
W5,2000-12-17,1330.0,1282.081857131345
W50,1989-04-16,3194.69,3224.6456489220577
W50,1989-04-23,3248.72,3234.4016773528742
W50,1989-04-30,3407.29,3239.937356892688
W50,1989-05-07,3381.89,3219.03420374046
W50,1989-05-14,3338.78,3212.244534163787
W50,1989-05-21,3334.24,3207.338313339259
W50,1989-05-28,3377.85,3200.5710456187535
W50,1989-06-04,3366.64,3206.541783417757
